Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Belted Galloway,2,Male,576.1,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.7°C,83,Bovine Mastitis
Dog,Pit Bull,12,Male,43.8,Coughing,Labored Breathing,Appetite Loss,Lethargy,6 days,Yes,No,Yes,No,Yes,Yes,No,No,No,38.8°C,136,Canine Flu
Cat,British Shorthair,1,Male,7.0,Vomiting,Appetite Loss,Lethargy,Weight Loss,9 days,Yes,No,Yes,No,Yes,No,Yes,No,No,38.3°C,211,Inflammatory Bowel Disease
Horse,Standardbred,6,Male,667.7,Lameness,Appetite Loss,Swollen Legs,Fever,12 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.4°C,55,Equine Influenza
Cow,Red Poll,6,Female,418.9,Coughing,Nasal Discharge,Fever,Weight Loss,7 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.9°C,88,Bovine Respiratory Disease
Sheep,Karakul,6,Male,43.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,40.3°C,98,Contagious Ecthyma
Sheep,Rambouillet,7,Female,86.3,Lethargy,Nasal Discharge,Swollen Joints,Appetite Loss,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.6°C,87,Chlamydia in Sheep
Horse,Shire,2,Female,693.7,Lameness,Swollen Joints,Appetite Loss,Weight Loss,7 days,No,No,Yes,Yes,No,Yes,No,Yes,No,38.6°C,29,Laminitis
Dog,Labrador Retriever,8,Female,11.4,Vomiting,Diarrhea,Weight Loss,Dehydration,3 days,Yes,No,Yes,No,Yes,No,No,Yes,No,37.8°C,92,Pancreatitis
Horse,Quarter Horse,6,Female,713.4,Lameness,Swollen Joints,Lethargy,Weight Loss,6 days,No,No,No,Yes,No,Yes,Yes,No,No,38.6°C,37,Degenerative Joint Disease
Dog,Doberman Pinscher,9,Male,35.4,Sneezing,Eye Discharge,Labored Breathing,Lethargy,5 days,Yes,No,No,Yes,No,No,Yes,No,Yes,39.4°C,67,Allergic Rhinitis
Horse,Andalusian,3,Female,754.5,Weight Loss,Swollen Joints,Appetite Loss,Fever,8 days,No,Yes,Yes,No,Yes,No,No,Yes,No,39.6°C,46,Equine Encephalitis
Sheep,Cheviot,3,Female,116.7,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,41.3°C,102,Foot and Mouth Disease
Cat,Sphynx,1,Female,8.6,Vomiting,Appetite Loss,Lethargy,Weight Loss,9 days,Yes,No,Yes,No,Yes,No,Yes,No,No,39.4°C,145,Inflammatory Bowel Disease
Rabbit,Dutch,6,Female,6.1,Sneezing,Nasal Discharge,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,41.0°C,250,Rabbit Syphilis
Horse,Clydesdale,15,Male,785.2,Lameness,Fever,Coughing,Nasal Discharge,1 week,Yes,No,No,Yes,No,Yes,No,Yes,No,39.2°C,44,Strangles
Cat,Siamese,3,Male,8.2,Skin Lesions,Appetite Loss,Lethargy,Vomiting,10 days,Yes,Yes,No,No,No,No,Yes,No,No,39.7°C,142,Ringworm
Horse,Thoroughbred,15,Male,334.8,Lameness,Appetite Loss,Swollen Legs,Fever,6 days,No,Yes,Yes,Yes,No,Yes,Yes,No,No,39.2°C,56,Equine Protozoal Myeloencephalitis
Horse,Quarter Horse,16,Male,468.4,Weight Loss,Appetite Loss,Lethargy,Fever,8 days,No,No,Yes,Yes,No,Yes,Yes,No,No,40.1°C,58,Equine Cushing's Disease
Sheep,Dorper,7,Female,138.9,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.5°C,111,Foot-and-Mouth Disease
Sheep,Blackface,5,Male,80.8,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,40.0°C,84,Pasteurellosis
Dog,Golden Retriever,8,Male,42.1,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,40.5°C,140,Canine Hepatitis
Sheep,Merino,6,Female,73.7,Coughing,Lethargy,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.8°C,82,Foot and Mouth Disease
Goat,Angora,8,Female,45.7,Vomiting,Diarrhea,Appetite Loss,Fever,6 days,Yes,Yes,Yes,No,Yes,No,Yes,No,No,41.1°C,107,Caprine Pleuropneumonia
Rabbit,English Spot,6,Male,2.2,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,40.2°C,231,Rabbit Calicivirus
Sheep,Merino,2,Female,44.1,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,39.9°C,77,Pasteurellosis
Goat,Nigerian Dwarf,3,Female,48.2,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,40.8°C,85,Caprine Arthritis Encephalitis
Rabbit,Holland Lop,7,Male,3.3,Sneezing,Nasal Discharge,Lethargy,Appetite Loss,3 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,38.7°C,160,Upper Respiratory Infection
Cow,Hereford,8,Female,706.5,Fever,Nasal Discharge,Lethargy,Coughing,4 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.4°C,79,Respiratory Syncytial Virus
Horse,Tennessee Walking Horse,25,Female,591.1,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,39.0°C,53,Equine Herpesvirus
Cow,Jersey,6,Female,599.2,Appetite Loss,Diarrhea,Lethargy,Decreased Milk Yield,7 days,Yes,No,Yes,No,No,No,No,No,No,38.1°C,81,Johne's Disease
Horse,Tennessee Walker,6,Female,476.4,Lameness,Swollen Joints,Appetite Loss,Reduced Mobility,6 days,No,Yes,No,No,Yes,Yes,No,Yes,Yes,37.3°C,47,Equine Lyme Disease
Rabbit,Holland Lop,5,Male,6.1,Sneezing,Nasal Discharge,Appetite Loss,Lethargy,5 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.5°C,158,Snuffles
Cow,Brahman,11,Male,553.5,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,41.4°C,77,Foot and Mouth Disease
Dog,Pit Bull,9,Female,25.2,Coughing,Lethargy,Appetite Loss,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,40.1°C,164,Canine Cough
Cat,Devon Rex,18,Female,3.7,Nasal Discharge,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,41.4°C,210,Feline Coronavirus
Cat,Maine Coon,18,Male,2.9,Nasal Discharge,Appetite Loss,Coughing,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,39.8°C,209,Feline Asthma
Goat,Nubian,3,Female,77.3,Diarrhea,Dehydration,Lethargy,Appetite Loss,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.9°C,80,Coccidiosis
Pig,Pietrain,1,Female,104.5,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,41.1°C,94,Porcine Epidemic Diarrhea Virus
Dog,Dachshund,15,Female,20.9,Sneezing,Eye Discharge,Labored Breathing,Lethargy,5 days,Yes,No,No,Yes,No,No,Yes,No,Yes,39.1°C,128,Allergic Rhinitis
Horse,Standardbred,16,Male,777.9,Swollen Joints,Lameness,Weight Loss,Lethargy,8 days,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,37.6°C,35,Equine Metabolic Syndrome
Cat,Manx,15,Male,3.3,Lethargy,Eye Discharge,Appetite Loss,Nasal Discharge,4 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.6°C,140,Upper Respiratory Infection
Sheep,Rambouillet,9,Male,106.3,Weight Loss,Reduced Wool Production,Lethargy,Appetite Loss,5 days,Yes,Yes,No,No,Yes,No,No,No,Yes,39.8°C,83,Foot-and-Mouth Disease
Dog,Pit Bull,13,Male,5.7,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.8°C,164,Canine Infectious Hepatitis
Dog,Pit Bull,15,Male,44.5,Lethargy,Vomiting,Appetite Loss,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.7°C,83,Leptospirosis
Cat,Russian Blue,2,Male,7.5,Sneezing,Nasal Discharge,Eye Discharge,Lethargy,4 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,39.1°C,159,Feline Upper Respiratory Infection
Pig,Large White,2,Male,70.4,Fever,Coughing,Nasal Discharge,Weight Loss,4 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,40.9°C,102,Actinobacillus Pleuropneumonia
Goat,Toggenburg,8,Female,79.5,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,41.4°C,98,Caprine Arthritis
Sheep,Finnsheep,4,Female,99.1,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,41.5°C,106,Foot and Mouth Disease
Sheep,Leicester Longwool,8,Male,86.6,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,40.4°C,90,Foot and Mouth Disease
Sheep,Karakul,6,Female,93.5,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,40.0°C,106,Blue Tongue Virus
Dog,Siberian Husky,6,Male,30.8,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.6°C,133,Canine Infectious Hepatitis
Cat,Maine Coon,13,Female,7.4,Coughing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,40.5°C,230,Feline Respiratory Disease Complex
Cat,Bombay,15,Male,2.4,Sneezing,Nasal Discharge,Eye Discharge,Lethargy,4 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,38.6°C,206,Feline Upper Respiratory Infection
Horse,Clydesdale,20,Female,686.7,Lameness,Swollen Legs,Appetite Loss,Fever,7 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,39.7°C,49,Equine Encephalomyelitis
Cat,Burmese,15,Female,2.2,Vomiting,Appetite Loss,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,195,Intestinal Parasites
Cat,Siberian,17,Female,5.4,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,40.2°C,246,Feline Chlamydiosis
Cat,Siberian,3,Female,3.1,Lethargy,Vomiting,Diarrhea,Dehydration,5 days,Yes,Yes,Yes,No,No,No,No,No,No,38.2°C,171,Panleukopenia
Cow,Simmental,3,Female,536.8,Coughing,Fever,Appetite Loss,Lethargy,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,41.2°C,77,Bovine Respiratory Syncytial Virus
Cow,Holstein,8,Female,708.9,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,41.2°C,78,Bovine Respiratory Disease
Horse,Morgan,9,Female,383.6,Lameness,Swollen Legs,Appetite Loss,Fever,8 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40.3°C,48,Equine Metabolic Syndrome
Horse,Tennessee Walker,13,Male,609.2,Weight Loss,Swollen Joints,Appetite Loss,Fever,8 days,No,Yes,Yes,No,Yes,No,No,Yes,No,38.6°C,55,Equine Encephalitis
Horse,Arabian,13,Male,394.4,Lameness,Swollen Legs,Appetite Loss,Fever,7 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.4°C,49,West Nile Virus
Dog,Siberian Husky,1,Female,25.3,Vomiting,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.7°C,152,Canine Parvovirus
Sheep,Corriedale,4,Female,95.7,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,38.6°C,77,Blue Tongue
Horse,Morgan,21,Male,681.8,Lameness,Swollen Legs,Appetite Loss,Fever,7 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.2°C,56,West Nile Virus
Cow,Simmental,9,Male,423.0,Diarrhea,Lethargy,Appetite Loss,Decreased Milk Yield,5 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,54,Salmonellosis
Dog,Husky,13,Male,31.9,Coughing,Nasal Discharge,Appetite Loss,Lethargy,4 days,Yes,No,No,Yes,No,No,No,Yes,No,38.7°C,139,Kennel Cough
Cat,British Shorthair,2,Female,4.2,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,40.5°C,210,Feline Chlamydiosis
Goat,LaMancha,7,Female,32.6,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,40.9°C,99,Caprine Arthritis
Horse,Clydesdale,4,Female,699.3,Lameness,Swollen Joints,Appetite Loss,Weight Loss,7 days,No,No,Yes,Yes,Yes,No,No,Yes,No,37.5°C,47,Equine Arthritis
Dog,Rottweiler,12,Male,9.4,Lameness,Swelling,Appetite Loss,Fever,10 days,Yes,No,No,No,No,Yes,No,No,No,39.7°C,169,Arthritis
Cat,Abyssinian,9,Female,5.7,Eye Discharge,Nasal Discharge,Appetite Loss,Lethargy,4 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.6°C,178,Feline Upper Respiratory Infection
Cat,Bengal,17,Male,6.4,Nasal Discharge,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,40.9°C,219,Feline Coronavirus
Cow,Guernsey,12,Male,703.9,Appetite Loss,Lethargy,Diarrhea,Dehydration,5 days,Yes,No,No,Yes,No,No,Yes,No,No,39.4°C,83,Bovine Coccidiosis
Goat,Kiko,2,Male,52.3,Vomiting,Diarrhea,Appetite Loss,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.4°C,101,Caprine Arthritis Encephalitis
Cat,Burmese,15,Male,5.8,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.4°C,157,Gastroenteritis
Cat,Manx,11,Female,8.1,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,38.3°C,144,Upper Respiratory Infection
Pig,Large White,3,Female,64.6,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,41.9°C,86,Actinobacillus Pleuropneumonia
Horse,Appaloosa,7,Male,460.5,Lameness,Swollen Legs,Appetite Loss,Fever,9 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.5°C,59,Equine Laminitis
Sheep,Corriedale,7,Male,80.0,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,40.3°C,86,Blue Tongue Disease
Cow,Jersey,4,Female,703.9,Diarrhea,Lethargy,Appetite Loss,Dehydration,4 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.9°C,81,Cryptosporidiosis
Horse,Pinto,4,Male,535.1,Lameness,Swollen Joints,Appetite Loss,Weight Loss,10 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,37.6°C,42,Equine Osteoarthritis
Pig,Large White,6,Male,84.7,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40.5°C,96,Swine Erysipelas
Cow,Dexter,11,Male,736.8,Nasal Discharge,Coughing,Labored Breathing,Fever,3 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.7°C,80,Bovine Influenza
Dog,Corgi,3,Female,49.6,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,40.9°C,126,Kennel Cough
Horse,Standardbred,7,Female,674.6,Lameness,Appetite Loss,Swollen Legs,Fever,7 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.6°C,45,Equine Herpesvirus
Cat,British Shorthair,6,Male,2.6,Lethargy,Eye Discharge,Vomiting,Fever,5 days,Yes,Yes,No,No,No,No,Yes,No,No,40.8°C,238,Panleukopenia
Cat,Burmese,7,Male,4.3,Lethargy,Appetite Loss,Weight Loss,Dehydration,8 days,Yes,Yes,Yes,No,No,No,Yes,Yes,No,38.2°C,210,Feline Renal Disease
Dog,Beagle,10,Male,28.6,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.6°C,136,Canine Parvovirus
Rabbit,Flemish Giant,3,Female,2.2,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,40.3°C,258,Rabbit Calicivirus
Sheep,Dorset,2,Male,62.6,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,40.2°C,100,Foot-and-Mouth Disease
Cat,Ragdoll,5,Male,7.0,Nasal Discharge,Appetite Loss,Coughing,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,41.1°C,201,Feline Asthma
Goat,Boer,12,Male,98.2,Fever,Lethargy,Weight Loss,Appetite Loss,4 days,No,Yes,No,No,Yes,Yes,No,No,Yes,40.8°C,109,Caprine Arthritis Encephalitis
Pig,Tamworth,5,Female,200.1,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,41.0°C,101,Swine Dysentery
Cat,Maine Coon,17,Female,7.8,Coughing,Sneezing,Eye Discharge,Nasal Discharge,4 days,No,No,No,Yes,No,No,No,Yes,Yes,38.2°C,207,Upper Respiratory Infection
Cow,Shorthorn,5,Female,390.2,Fever,Coughing,Lethargy,Decreased Milk Yield,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,41.1°C,104,Mastitis
Cat,Maine Coon,13,Male,8.5,Coughing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,40.7°C,251,Feline Respiratory Disease Complex
Cat,Siberian,2,Female,5.3,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,39.6°C,168,Gastroenteritis
Cow,Jersey,8,Female,423.8,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,41.4°C,91,Foot and Mouth Disease
Dog,Shih Tzu,11,Male,8.9,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.9°C,128,Canine Infectious Hepatitis
Goat,Toggenburg,8,Female,42.8,Nasal Discharge,Fever,Weight Loss,Appetite Loss,6 days,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,39.8°C,98,Caprine Respiratory Disease
Cat,Scottish Fold,9,Female,2.9,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.5°C,178,Gastroenteritis
Dog,Cocker Spaniel,2,Female,4.2,Coughing,Labored Breathing,Fever,Nasal Discharge,8 days,Yes,No,No,Yes,No,Yes,No,Yes,Yes,40.2°C,160,Bordetella Infection
Cat,Manx,18,Female,3.5,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,39.0°C,151,Fungal Infection
Sheep,Tunis,2,Female,100.6,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,41.2°C,108,Contagious Abortion
Goat,Alpine,3,Female,93.7,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,41.2°C,111,Caprine Arthritis
Cat,British Shorthair,7,Female,7.6,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.5°C,237,Feline Immunodeficiency Virus
Cat,Maine Coon,2,Male,8.8,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,40.6°C,238,Feline Immunodeficiency Virus
Rabbit,Flemish Giant,6,Female,4.9,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,42.1°C,268,Ringworm
Cat,British Shorthair,17,Male,4.5,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.2°C,215,Fungal Infection
Horse,Arabian,1,Female,352.3,Lameness,Fever,Coughing,Nasal Discharge,1 week,Yes,No,No,Yes,No,Yes,No,Yes,No,39.5°C,47,Strangles
Cat,Siamese,15,Male,7.2,Appetite Loss,Weight Loss,Vomiting,Lethargy,4 days,Yes,Yes,No,No,No,No,Yes,No,No,39.0°C,159,Feline Leukemia
Dog,Poodle,5,Male,26.9,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.0°C,136,Canine Infectious Hepatitis
Cow,Angus,3,Female,355.0,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.7°C,94,Foot and Mouth Disease
Cow,Charolais,2,Female,581.9,Coughing,Nasal Discharge,Labored Breathing,Lethargy,4 days,No,No,No,Yes,Yes,No,Yes,No,No,38.9°C,51,Bovine Pneumonia
Horse,Standardbred,18,Female,445.3,Lameness,Appetite Loss,Swollen Legs,Fever,10 days,No,Yes,Yes,No,Yes,Yes,No,Yes,No,38.7°C,44,Equine Influenza
Horse,Welsh Pony,3,Female,798.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.2°C,56,Equine Influenza Virus
Horse,Standardbred,24,Male,349.4,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,38.5°C,47,Equine Encephalitis
Goat,Boer,10,Male,31.9,Vomiting,Diarrhea,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.4°C,109,Caseous Lymphadenitis
Pig,Wessex Saddleback,8,Male,207.5,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.2°C,99,Porcine Circovirus Disease
Horse,Percheron,17,Female,519.4,Lameness,Fever,Swollen Joints,Appetite Loss,5 days,No,No,Yes,Yes,No,Yes,No,No,No,39.5°C,44,Equine Laminitis
Dog,Doberman Pinscher,4,Female,5.2,Lethargy,Labored Breathing,Coughing,Appetite Loss,6 days,Yes,No,No,Yes,Yes,No,No,No,No,38.9°C,136,Heartworm Disease
Rabbit,Mini Lop,1,Male,3.2,Sneezing,Appetite Loss,Nasal Discharge,Fever,4 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,41.0°C,236,Myxomatosis
Dog,Labrador,12,Female,25.8,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.9°C,160,Canine Infectious Hepatitis
Pig,Yorkshire,3,Female,105.2,Coughing,Appetite Loss,Lethargy,Nasal Discharge,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.6°C,66,Porcine Respiratory Disease Complex
Dog,Dalmatian,15,Female,15.5,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.7°C,150,Leptospirosis
Sheep,Tunis,7,Female,136.1,Weight Loss,Reduced Wool Production,Lethargy,Appetite Loss,5 days,Yes,Yes,No,No,Yes,No,No,No,Yes,39.9°C,77,Foot-and-Mouth Disease
Cat,British Shorthair,1,Female,3.1,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.8°C,240,Feline Upper Respiratory Infection
Goat,Nubian,3,Male,96.2,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.3°C,101,Caprine Arthritis Encephalitis
Goat,Nigerian Dwarf,3,Male,48.1,Vomiting,Diarrhea,Appetite Loss,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.3°C,104,Caprine Arthritis Encephalitis
Rabbit,Mini Lop,4,Male,6.4,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,41.2°C,249,Pneumonia
Rabbit,Dutch,2,Female,1.4,Sneezing,Appetite Loss,Nasal Discharge,Fever,2 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.9°C,275,Respiratory Infection
Horse,Thoroughbred,4,Male,370.1,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.1°C,44,Equine Herpesvirus
Cat,Siamese,5,Female,2.8,Coughing,Sneezing,Eye Discharge,Nasal Discharge,4 days,No,No,No,Yes,No,No,No,Yes,Yes,39.5°C,187,Upper Respiratory Infection
Dog,Dachshund,10,Female,3.5,Lameness,Fever,Skin Lesions,Lethargy,8 days,Yes,No,No,No,No,Yes,Yes,No,No,41.2°C,128,Tick-Borne Disease
Sheep,Corriedale,10,Male,89.9,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,41.3°C,99,Scrapie Disease
Cat,Maine Coon,10,Female,5.2,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,41.4°C,198,Feline Immunodeficiency Virus
Dog,Cocker Spaniel,10,Male,15.2,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,40.6°C,162,Canine Influenza
Sheep,Rambouillet,2,Male,65.2,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.5°C,110,Scrapie Disease
Cat,Scottish Fold,18,Male,8.9,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.4°C,175,Gastroenteritis
Dog,Pit Bull,10,Female,27.1,Labored Breathing,Coughing,Nasal Discharge,Appetite Loss,3 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.2°C,117,Canine Distemper
